name,address,address_2,address_3,city,postal_code,province,country,contact,telephone,telephone_extension,fax,toll_free,contact_email,appointments,notes,internal_notes,major_intersection,hours
"AMERICOLD LOGISTICS Pendergrass",,,,Pendergrass,30567,GA,USA,,,,,,,0,,,,
"AMERICOLD ROCHELLE",,,,Rochelle,,IL,USA,,,,,,,0,,,,
"AMERICOLD, DARIEN WI",,,,Darien,53114,WI,USA,,,,,,,0,,,,
"AMERICOLD, IA",,,,"Fort Dodge",50501,IA,USA,,,,,,,0,,,,
"AMERICOLD, MN",,,,Eagan,55121,MN,USA,,,,,,,0,,,,
"AMERICOLD, NY",,,,Syracuse,13220,NY,USA,,,,,,,0,,,,
AMERICOLD-NEWPORT,,,,Newport,55055,MN,USA,,,,,,,0,,,,
"AMERICRAFT CARTON CO.",,,,Memphis,38104,TN,USA,,,,,,,0,,,,
AMERIMARK,,,,Berea,44017,OH,USA,,,,,,,0,,,,
"AMERIMAX HOME PRODUCTS",,,,Lancaster,17603,PA,USA,,,,,,,0,,,,
"AMERIMET, FL",,,,Miami,3178,FL,USA,,,,,,,0,,,,
"AMERIQUAL - EVANSVILLE, IN",,,,Evansville,47725,IN,USA,,,,,,,0,,,,
"AMES TRUE TEMPER INC",,,,Carlisle,17015,PA,USA,,,,,,,0,,,,
"AMETEK SOLIDSTATE CONTROL",,,,Columbus,43085,OH,USA,,,,,,,0,,,,
"AMICK FARMS, SC",,,,Batesburg,29006,SC,USA,,,,,,,0,,,,
"AMOROSO'S BAKING COMPANY",,,,Vineland,08360,NJ,USA,,,,,,,0,,,,
"AMSCAN HOLDINGS (CHESTER,NY)",,,,Chester,10918,NY,USA,,,,,,,0,,,,
"AMWARE LOGISTICS SERVICES",,,,Birmingham,35204,AL,USA,,,,,,,0,,,,
"AMZ CORPORATION 2","100 BOXWOOD LN",,,York,17402,PA,USA,,,,,,,0,,,,
AN7GO,,,,Salem,44460,OH,USA,,,,,,,0,,,,
"ANC-SPECIALTY, TN",,,,Knoxville,37931,TN,USA,,,,,,,0,,,,
"ANCHER HOCKING CORP",,,,Lancaster,43130,OH,USA,,,,,,,0,,,,
"ANCHER PACKAGING INC , PARAGOULD, AR",,,,Paragould,72450,AR,USA,,,,,,,0,,,,
"ANCHOR 3PL, UT",,,,"Salt Lake City",84115,UT,USA,,,,,,,0,,,,
"ANCHOR GLASS CONTAINER - PLANT 07",,,,Jacksonville,32254,FL,USA,,,,,,,0,,,,
"ANCHOR GLASS, MN",,,,Shakopee,55379,MN,USA,,,,,,,0,,,,
"Anchor Ingredients Buffalo","80 w main st",,,Buffalo,58011,ND,USA,,,,,,,0,,,,
"ANCHOR PACKAGING",,,,Paragould,,AR,USA,,,,,,,0,,,,
"ANDERSON CRANE RUBBER COMPANY",,,,"Waite Park",56387,MN,USA,,,,,,,0,,,,
"ANDERSON PRODUCE CO INC",,,,"Saint Paul",55113,MN,USA,,,,,,,0,,,,
"ANDROID INDUSTRIES",,,,Roanoke,46783,IN,USA,,,,,,,0,,,,
ANGLEBOARD,,,,Darlington,29532,SC,USA,,,,,,,0,,,,
"ANGOLA MANUFACTORING",,,,Angola,,IN,USA,,,,,,,0,,,,
"ANHEUSER-BUSH LLC",,,,Williamsburg,23185,VA,USA,,,,,,,0,,,,
"ANITA SNACKS",,,,Kingsport,37663,TN,USA,,,,,,,0,,,,
"ANIXTER POWER SOLUTION, DE",,,,"New Castle",19720,DE,USA,,,,,,,0,,,,
"ANTHRACITE INDUSTRIES INC, PA",,,,Sunbury,17801,PA,USA,,,,,,,0,,,,
"APACHE MILLS INC - CALHOUN",,,,Westfield,01085,MA,USA,,,,,,,0,,,,
APACHEINC,,,,"Cedar Rapids",52404,IA,USA,,,,,,,0,,,,
"APEX TOOL, PA",,,,York,17401,PA,USA,,,,,,,0,,,,
"API INDUSTRIES INC: ALUF PLASTICS",,,,Orangeburg,10962,NY,USA,,,,,,,0,,,,
"APL lOGISTICS - ATLANTA",,,,"Lithia Springs",,GA,USA,,,,,,,0,,,,
"APOLLO WAREHOUSE",,,,Hanover,21076,MD,USA,,,,,,,0,,,,
"APPALACHIAN MACHINE, INC, VA",,,,Dublin,24084,VA,USA,,,,,,,0,,,,
"APPLIANCE ,ROCHESTER,MN",,,,Rochester,55901,MN,USA,,,,,,,0,,,,
"APPOLSON'S PERFORMANCE CENTER (HAMBURG,NY)",,,,Hamburg,14075,NY,USA,,,,,,,0,,,,
APS,"330 S WARMINSTER RD",,,Hatboro,19040,PA,USA,,,,,,,0,,,,
"APS TRTC BLDG 550, DE",,,,Dover,19902,DE,USA,,,,,,,0,,,,
"ARAMARK NORTON CORRECTION FACILTY, KS",,,,Norton,67654,KS,USA,,,,,,,0,,,,
"ARAMARK/MONTGOMERY COUNTY DETENTION CENTER",,,,Conroe,77301,TX,USA,,,,,,,0,,,,
"ARANDELL CORPORATION",,,,"Menomonee Falls",,WI,USA,,,,,,,0,,,,
"ARAUCO SC",,,,Bennettsville,29512,SC,USA,,,,,,,0,,,,
"ARBY'S WASHINGTON",,,,Bartlesville,74003,OK,USA,,,,,,,0,,,,
"ARC INT 53",,,,Millville,08332,NJ,USA,,,,,,,0,,,,
"ARCADIA DAIRY, NC",,,,Arden,28704,NC,USA,,,,,,,0,,,,
"ARCADIA WAREHOUSE",,,,Arcadia,54612,WI,USA,,,,,,,0,,,,
"ARCHITECTURAL GRAPHICS INC",,,,"Virginia Beach",23452,VA,USA,,,,,,,0,,,,
"ARCLIN SURFACES EAST LONGMEADOW CO",,,,"East Longmeadow",01028,MA,USA,,,,,,,0,,,,
"ARCLIN SURFACES EAST LONGMEADOW CO.",,,,"East Longmeadow",01028,MA,USA,,,,,,,0,,,,
ARCONIC,,,,Lafayette,47901,IN,USA,,,,,,,0,,,,
"ARD LOGISTICS, AL",,,,Vance,35490,AL,USA,,,,,,,0,,,,
ARDAGH,,,,Fremont,43420,OH,USA,,,,,,,0,,,,
"ARDAGH / SAPULPA",,,,Sapulpa,74066,OK,USA,,,,,,,0,,,,
"Ardagh Can Company",,,,"Winston Salem",27107,NC,USA,,,,,,,0,,,,
"ARDAGH GLASS (HENDERSON, NC)",,,,Henderson,27537,NC,USA,,,,,,,0,,,,
"ARDAGH GLASS INC",,,,Wilson,27893,NC,USA,,,,,,,0,,,,
"ARDAGH GLASS INC (Port Alleghany, PA)",,,,"Port Allegany",16743,PA,USA,,,,,,,0,,,,
"ARDAGH GLASS INC (Simsboro, LA)",,,,Simsboro,71275,LA,USA,,,,,,,0,,,,
"ARDAGH GLASS INC.",,,,Dunkirk,47336,IN,USA,,,,,,,0,,,,
"ARDAGH METAL BEVERAGE",,,,Fremont,43420,OH,USA,,,,,,,0,,,,
"Ardagh Metal Beverage USA, INC",,,,"Winston Salem",27107,NC,USA,,,,,,,0,,,,
"ARDAGH OLIVE BRANCH",,,,"Olive Branch",38654,MS,USA,,,,,,,0,,,,
"Ardagh Whitehouse",,,,Whitehouse,43571,OH,USA,,,,,,,0,,,,
"ARDAGH, MS",,,,"Olive Branch",38654,MS,USA,,,,,,,0,,,,
"ARDAGH,NC",,,,"Winston Salem",27107,NC,USA,,,,,,,0,,,,
"ARDEN CO, TX",,,,Amarillo,79111,TX,USA,,,,,,,0,,,,
"ARDENT MILLS, TX",,,,Saginaw,76131,TX,USA,,,,,,,0,,,,
"Arizona ( Polar Beverage)",,,,Fitzgerald,317950,GA,USA,,,,,,,0,,,,
"ARIZONA NUTRITIONAL SUPPLEMENTS",,,,Chandler,85226,AZ,USA,,,,,,,0,,,,
"ARMADA HUB - EAST POINT",,,,"East Point",30344,GA,USA,,,,,,,0,,,,
"ARMIN INDUSTRIES",,,,"South Elgin",60177,IL,USA,,,,,,,0,,,,
"ARMORY COLD STORAGE",,,,Worcester,01603,MA,USA,,,,,,,0,,,,
"ARMSTRONG FLOORING",,,,Kankakee,60901,IL,USA,,,,,,,0,,,,
"ARSi Warehouse",,,,"Paw Paw",WV,WV,USA,,,,,,,0,,,,
"ARTIC COLD STORAGE,MN",,,,"Saint Cloud",56303,MN,USA,,,,,,,0,,,,
"ARTIK OEM CORP",,,,Osage,50454,IA,USA,,,,,,,0,,,,
"ARYZATA LLC",,,,Chaska,55318,MN,USA,,,,,,,0,,,,
"ASCEND PERF. MATERIALS",,,,Cantonment,32533,FL,USA,,,,,,,0,,,,
"ASHLAND MAIL INNOVATIONS",,,,Ashland,23005,VA,USA,,,,,,,0,,,,
"ASHLEY FURNITURE",,,,Advance,27006,NC,USA,,,,,,,0,,,,
"ASHLEY FURNITURE - ARCADIA",,,,Arcadia,54612,WI,USA,,,,,,,0,,,,
"ASPEN PRODUCTS INC",,,,"Kansas City",64130,MO,USA,,,,,,,0,,,,
"ASSEMBLERS / NYS",,,,Chicago,60652,IL,USA,,,,,,,0,,,,
"ASSIOCIATED GROCERS",,,,Southington,06489,CT,USA,,,,,,,0,,,,
"ASSOCIATE GROCERS",,,,Birmingham,35217,AL,USA,,,,,,,0,,,,
"Associated Grocers Pearl River, LA",,,,"Pearl River",70452,LA,USA,,,,,,,0,,,,
"ASSOCIATED MILK PRODUCERS INC, WI",,,,Portage,53901,WI,USA,,,,,,,0,,,,
"ATCO - MEND",,,,Memphis,38141,TN,USA,,,,,,,0,,,,
"ATCO INDUSTRIES","3031 CENTRE POINT DR",,,"La Vergne",37086,TN,USA,,,,,,,0,,,,
"ATCO RUBBER PRODUCTS",,,,Plainville,30733,GA,USA,,,,,,,0,,,,
"ATEX INC",,,,Gainesville,30504,GA,USA,,,,,,,0,,,,
"Atglen Warehouse",,,,Atglen,19310,PA,USA,,,,,,,0,,,,
"ATHENS STONECASTING INC",,,,Athens,30607,GA,USA,,,,,,,0,,,,
"ATI FORGED PRODUCTS",,,,Cudahy,,WI,USA,,,,,,,0,,,,
ATL8,,,,"Lithia Springs",30122,GA,USA,,,,,,,0,,,,
ATLANTA,,,,Conley,30288,GA,USA,,,,,,,0,,,,
"ATLANTIC BEVERAGE CO",,,,"South Plainfield",07080,NJ,USA,,,,,,,0,,,,
"ATLANTIC FOODS GROUP",,,,Cincinnati,,OH,USA,,,,,,,0,,,,
"ATLANTIC PACKAGING",,,,Charleston,29420,SC,USA,,,,,,,0,,,,
"ATLANTIC RELOCATION SYSTEMS,IN",,,,Indianapolis,46256,IN,USA,,,,,,,0,,,,
"ATLAS COLD STORAGE","215 INDUSTRIAL PARK RD NE",,,Cartersville,30121,GA,USA,,,,,,,0,,,,
"ATLAS COLD STORAGE - MN",,,,"New Ulm",,MN,USA,,,,,,,0,,,,
"ATMOSPHERE ANNEALING-AAI, MI",,,,Lansing,48910,MI,USA,,,,,,,0,,,,
ATN,,,,Bedford,44146,OH,USA,,,,,,,0,,,,
"ATRIUM WINDOWS 959 PROFIT DR",,,,Dallas,75247,TX,USA,,,,,,,0,,,,
"AUBRIGHT INC",,,,"Saint Cloud",56301,MN,USA,,,,,,,0,,,,
"AUGUSTA MILL",,,,Augusta,30906,GA,USA,,,,,,,0,,,,
"AURORA FOODS C/O",,,,"La Vergne",37086,TN,USA,,,,,,,0,,,,
"AUTOCAR TRUCKS",,,,"Center Point",35215,AL,USA,,,,,,,0,,,,
"AUTOKINITON PLANT 1",,,,Bellevue,,OH,USA,,,,,,,0,,,,
"AUTOZONE INC, OH",,,,Zanesville,43701,OH,USA,,,,,,,0,,,,
"AVEDA WAREHOUSE",,,,Blaine,55449,MN,USA,,,,,,,0,,,,
"AVEKA INC",,,,Hastings,55033,MN,USA,,,,,,,0,,,,
AVENEX,,,,Charleston,29418,SC,USA,,,,,,,0,,,,
"AVERITT EXPRESS",,,,Atlanta,30336,GA,USA,,,,,,,0,,,,
"AVERY PRODUCTS CORPORATION, MS",,,,Meridian,39301,MS,USA,,,,,,,0,,,,
AVEZ9,,,,Columbus,43137,OH,USA,,,,,,,0,,,,
AVP1,,,,Hazleton,18202,PA,USA,,,,,,,0,,,,
"AVP1 PA",,,,Wilkes-Barre,,PA,USA,,,,,,,0,,,,
AVP3,,,,Gouldsboro,18424,PA,USA,,,,,,,0,,,,
"AWG (GOODLETTSVILLE,TN)",,,,Goodlettsville,37072,TN,USA,,,,,,,0,,,,
"AWG GULF COAST DIVISION",,,,"Pearl River",,LA,USA,,,,,,,0,,,,
"AWG KENOSHA WI",,,,Kenosha,53144,WI,USA,,,,,,,0,,,,
"AWT LABELS AND PACKAGING",,,,Minneapolis,55413,MN,USA,,,,,,,0,,,,
"AXALTA COATING SYSTEMS",,,,"High Point",27262,NC,USA,,,,,,,0,,,,
"AXEL AMERICAS, LLC",,,,Rosedale,38769,MS,USA,,,,,,,0,,,,
"AXIUM FOODS",,,,Beloit,61080,IL,USA,,,,,,,0,,,,
"AZETCA MILLING",,,,Evansville,47725,IN,USA,,,,,,,0,,,,
"AZTECA MILLING",,,,Evansville,47725,IN,USA,,,,,,,0,,,,
"B & G FOODS , LEBANON, TN",,,,Lebanon,37090,TN,USA,,,,,,,0,,,,
"B&G FOODS (YADKINVILLE, NC)",,,,Yadkinville,27055,NC,USA,,,,,,,0,,,,
"B&G FOODS INC",,,,Nazareth,,PA,USA,,,,,,,0,,,,
"B&G FOODS TN",,,,Lebanon,37090,TN,USA,,,,,,,0,,,,
"B&G FOODS, MD",,,,Hurlock,21643,MD,USA,,,,,,,0,,,,
"B&G/MAPLE GROVE FARMS",,,,"Saint Johnsbury",05819,VT,USA,,,,,,,0,,,,
"B&S (Hudson, ME)",,,,Hudson,04449,ME,USA,,,,,,,0,,,,
"B&S (Hudson, ME)",,,,Hudson,04449,ME,USA,,,,,,,0,,,,
"B&W PRODUCE FELLSMERE FL",,,,Fellsmere,32948,FL,USA,,,,,,,0,,,,
"B&W QUALITY GROWERS ELORA TN",,,,Elora,37328,TN,USA,,,,,,,0,,,,
"BABBY LASHLEY CORP",,,,Woodstock,30188,GA,USA,,,,,,,0,,,,
"BACKHAUL KIK VA",,,,Salem,,VA,USA,,,,,,,0,,,,
"BADCOCK WAREHOUSE",,,,"Pompano Beach",33064,FL,USA,,,,,,,0,,,,
"BAE SYSTEMS ANNISTON","1805 COLEMAN RD",,,Anniston,36207,AL,USA,,,,,,,0,,,,
"BAGCRAFT CORPORATION",,,,"Baxter Springs",66713,KS,USA,,,,,,,0,,,,
"BAGTAPE CLOSURES (HOOD PACKAGING)",,,,Minneapolis,55418,MN,USA,,,,,,,0,,,,
"Bailey Farms","107 Enterprise ct",,,Oxford,27565,NC,USA,,,,,,,0,,,,
"BAIROCK-TENN COMPANY",,,,"Saint Paul",55114,MN,USA,,,,,,,0,,,,
"BAKER CORP-STL","2335 KEARBEY LN",,,"South Roxana",62087,IL,USA,,,,,,,0,,,,
BALCHEM,,,,"Slate Hill",10973,NY,USA,,,,,,,0,,,,
"BALDOR SPECIALTY FOODS",,,,Bronx,10474,NY,USA,,,,,,,0,,,,
"BALDWIN FILTERS",,,,Kearney,66847,NE,USA,,,,,,,0,,,,
"BALDWIN FILTERS Yankton, SD",,,,Yankton,57078,SD,USA,,,,,,,0,,,,
"BALL AEROSOL & SPECIALTY",,,,Horsham,19044,PA,USA,,,,,,,0,,,,
"BALL BEVERAGE C/O WEST BROWN LOGISTICS",,,,Rome,30161,GA,USA,,,,,,,0,,,,
"BALL BEVERAGE PACKAGING",,,,Monticello,47960,IN,USA,,,,,,,0,,,,
"BALL CORPORATION, TX",,,,Conroe,77303,TX,USA,,,,,,,0,,,,
"BALL CORPORATION, WI",,,,"Fort Atkinson",,WI,USA,,,,,,,0,,,,
"BALL METAL BEVERAGE CONTAINER, NY",,,,"Saratoga Springs",12866,NY,USA,,,,,,,0,,,,
BALTERM,,,,Baltimore,21230,MD,USA,,,,,,,0,,,,
"BALTIMORE REFINERY #6004",,,,Baltimore,21230,MD,USA,,,,,,,0,,,,
"BANNETON BAKERY",,,,Swedesboro,08085,NJ,USA,,,,,,,0,,,,
"BAR HARBOR LOBSTER",,,,Orland,32809,FL,USA,,,,,,,0,,,,
"BARNETT MILLWORKS INC",,,,Theodore,,AL,USA,,,,,,,0,,,,
"BARNHARDT MANUFACTURING",,,,Colrain,01340,MA,USA,,,,,,,0,,,,
"BARRETT DIST CENTER, MA",,,,Mansfield,020408,MA,USA,,,,,,,0,,,,
"BARRETT PET FOODS MILL, MN",,,,Brainerd,56401,MN,USA,,,,,,,0,,,,
"BASF AG SOLUTIONS",,,,Muskegon,49445,MI,USA,,,,,,,0,,,,
"BASF CHEMICALS",,,,Freeport,77541,TX,USA,,,,,,,0,,,,
"BASF CORP C/O MIDWEST",,,,Columbus,43217,OH,USA,,,,,,,0,,,,
"BASF CORP. C/O LIVONIA",,,,Livonia,48150,MI,USA,,,,,,,0,,,,
"BATO LLC CO MULTISOURCE",,,,Morrison,37357,TN,USA,,,,,,,0,,,,
"BATORY FOODS",,,,Wilmington,60481,IL,USA,,,,,,,0,,,,
"BATTLEBORO, NC",,,,"Rocky Mount",27803,NC,USA,,,,,,,0,,,,
"BAVARIA WHSE",,,,Macedonia,,OH,USA,,,,,,,0,,,,
"BAVARIA WHSE","8295 BAVARIA DR",,,Macedonia,44056,OH,USA,,,,,,,0,,,,
"Baxter Healthcare",,,,Cleveland,38732,MS,USA,,,,,,,0,,,,
"BAXTER HEALTHCARE TN",,,,Memphis,,TN,USA,,,,,,,0,,,,
"BAY SHIPPERS",,,,Wilmington,19809,DE,USA,,,,,,,0,,,,
"BAY VALLEY FOODS",,,,Carlisle,17013,PA,USA,,,,,,,0,,,,
"BAY VALLEY FOODS (Kings Mountain, NC)",,,,"Kings Mountain",28086,NC,USA,,,,,,,0,,,,
"BAY VALLEY FOODS LLC",,,,Rochelle,61068,IL,USA,,,,,,,0,,,,
"BAY VALLEY FOODS, LLC",,,,Kenosha,,WI,USA,,,,,,,0,,,,
"BAY VALLEY NO REFER",,,,Manawa,54949,WI,USA,,,,,,,0,,,,
"BEACON ROOFING SUPPLY",,,,Johnstown,15902,CA,USA,,,,,,,0,,,,
"BEACON SALE ACQUISITION , FLORENCE, KY",,,,Florence,41042,KY,USA,,,,,,,0,,,,
"BEACONS SALES ACQUISITION INC",,,,Cincinnati,45246,OH,USA,,,,,,,0,,,,
"BEAUTYGUARD BUILDING",,,,Schererville,46375,IN,USA,,,,,,,0,,,,
"BEAVER DAM, WI BW",,,,"Beaver Dam",53916,WI,USA,,,,,,,0,,,,
"BECKER FURNITURE, MN",,,,Becker,55308,MN,USA,,,,,,,0,,,,
"BECKMAN COULTER",,,,Hebron,41048,KY,USA,,,,,,,0,,,,
"BEECHNUT C/O ODW LOGISTICS (GROVE CITY, OH)",,,,"Grove City",43123,OH,USA,,,,,,,0,,,,
"BEHLER-YOUNG, MI",,,,"Grand Rapids",49509,MI,USA,,,,,,,0,,,,
"Behrens Inc",,,,Winona,55987,MN,USA,,,,,,,0,,,,
"BELL, INC",,,,"Sioux Falls",57104,SD,USA,,,,,,,0,,,,
"BELLINHGHAM COLD STG",,,,Bellingham,98225,WA,USA,,,,,,,0,,,,
"BELTMANN GROUP, FL",,,,Orlando,32809,FL,USA,,,,,,,0,,,,
"BELTON INC",,,,Dayton,,OH,USA,,,,,,,0,,,,
BEMIS,,,,Shelbyville,40065,KY,USA,,,,,,,0,,,,
"BEMIS COMPANY",,,,Fremont,43420,OH,USA,,,,,,,0,,,,
"BEMIS COMPANY - TDI",,,,Clyde,43410,OH,USA,,,,,,,0,,,,
"BEMIS SPECIALTY FILMS",,,,Oshkosh,54904,WI,USA,,,,,,,0,,,,
"BENDIX SPICER FOUNDATION BRAKE, KY",,,,"Bowling Green",42101,KY,USA,,,,,,,0,,,,
"BENJAMIN MOORE #36 LANDOVER MD",,,,Landover,20785,MD,USA,,,,,,,0,,,,
"BENJAMIN MOORE #41 (PELL CITY)",,,,"Pell City",35125,AL,USA,,,,,,,0,,,,
BENSONS,,,,Bogart,,GA,USA,,,,,,,0,,,,
"BEREA HYSTER-YALE GROUP, KY",,,,Berea,40403,KY,USA,,,,,,,0,,,,
"BEREA-COLD METAL, KY",,,,Berea,40403,KY,USA,,,,,,,0,,,,
"BERGER BUILDING PRODUC",,,,Feasterville,19053,PA,USA,,,,,,,0,,,,
"BERK INTERNATIONAL","400 EAST SECOND STRET",,,Boyertown,19512,PA,USA,,,,,,,0,,,,
"BERKS CAN CO, PA",,,,Reading,19605,PA,USA,,,,,,,0,,,,
"BERKSHIRE COLD, IL",,,,Chicago,60609,IL,USA,,,,,,,0,,,,
"BERLIN METALS LLC",,,,Hammond,46327,IN,USA,,,,,,,0,,,,
"BERLIN PACKAGING, LLC",,,,Clinton,15026,PA,USA,,,,,,,0,,,,
"BERRY GLOBAL INC",,,,Montgomery,36117,AL,USA,,,,,,,0,,,,
"BERRY GLOBAL, FRANKLIN, KY",,,,Franklin,42134,KY,USA,,,,,,,0,,,,
"BERRY GLOBAL, NC",,,,Statesville,28625,NC,USA,,,,,,,0,,,,
"BERRY GLOBAL-PHILLIPSBURG",,,,Phillipsburg,08865,NJ,USA,,,,,,,0,,,,
"BERRY LOBAL INC, IN",,,,Richmond,47374,IN,USA,,,,,,,0,,,,
"BERRY PLASTICS, IN",,,,Evansville,47725,IN,USA,,,,,,,0,,,,
"BERRY PLASTICS, TN",,,,Jackson,38301,TN,USA,,,,,,,0,,,,
"BERRY TMC , FRANKLIN, KY",,,,Franklin,42134,KY,USA,,,,,,,0,,,,
"BERRY TMC BALTIMORE PORTAL",,,,Baltimore,21224,MD,USA,,,,,,,0,,,,
"BERRY TMC BOWLING GREE",,,,"Bowling Green",42101,KY,USA,,,,,,,0,,,,
"BERRY TMC CHIPPEWA FALLS",,,,"Chippewa Falls",54729,WI,USA,,,,,,,0,,,,
"BERRY TMC HATTIESBURG",,,,Hattiesburg,39401,MS,USA,,,,,,,0,,,,
"BERRY TMC MANKATO",,,,Mankato,56001,MN,USA,,,,,,,0,,,,
"Berry TMC Sioux Falls",,,,"Sioux Falls",57104,SD,USA,,,,,,,0,,,,
"BERRYMAN TRANSFER AND STORAGE COMPANY INC",,,,Joliet,60436,IL,USA,,,,,,,0,,,,
"BEST BUY , STREETSBORO, OH",,,,Streetsboro,44241,OH,USA,,,,,,,0,,,,
"Best Buy 84",,,,Staunton,,VA,USA,,,,,,,0,,,,
"BEST BUY 87","14401 TOWNSHIP ROUTE #212",,,Findlay,45840,OH,USA,,,,,,,0,,,,
"BEST BUY CO., INC. DDC #715",,,,Piscataway,08854,NJ,USA,,,,,,,0,,,,
"Best Buy DC 781",,,,Nichols,13812,NY,USA,,,,,,,0,,,,
"BEST BUY DC 87",,,,Findlay,45840,OH,USA,,,,,,,0,,,,
"BEST LINE EQUIPMENT",,,,Allentown,18104,PA,USA,,,,,,,0,,,,
"BEST MAID COOKIE-FROZEN, MN",,,,Eagan,55121,MN,USA,,,,,,,0,,,,
BETH3,,,,"La Vergne",37086,TN,USA,,,,,,,0,,,,
"BETHEL DC",,,,Bethel,19507,PA,USA,,,,,,,0,,,,
"BETTAWAY PISCATAWAY C/O HILEX POLY",,,,Piscataway,08854,NJ,USA,,,,,,,0,,,,
BFI5,,,,Kent,98032,WA,USA,,,,,,,0,,,,
"BFY BRANDS",,,,Middletown,10940,NY,USA,,,,,,,0,,,,
"BHJ USA",,,,Logansport,37813,IN,USA,,,,,,,0,,,,
"BIAGI BROS WAREHOUSE","5001 SW 36TH ST",,,"Oklahoma City",73179,OK,USA,,,,,,,0,,,,
"BIERY CHEESE",,,,Louisville,44641,OH,USA,,,,,,,0,,,,
"BIG BAD TOY STORE",,,,Somerset,54025,WI,USA,,,,,,,0,,,,
"BIG BAD TOY STORE",,,,Somerset,54025,WI,USA,,,,,,,0,,,,
"BIG HEART PET",,,,Bloomsburg,17815,PA,USA,,,,,,,0,,,,
"BIG HEART PET BRAND","200 SONWIL DR",,,Buffalo,14225,NY,USA,,,,,,,0,,,,
"BIG HOUSE INVESTMENTS",,,,Carbondale,,IL,USA,,,,,,,0,,,,
"BIG LOTS (CHARLESTON)",,,,Charleston,25301,WV,USA,,,,,,,0,,,,
"BIG LOTS DC #870",,,,Montgomery,36108,AL,USA,,,,,,,0,,,,
"BIG LOTS DC #890",,,,Columbus,43228,OH,USA,,,,,,,0,,,,
"BIG LOTS, OH",,,,Columbus,43228,OH,USA,,,,,,,0,,,,
"BIG OX/NEW ORGANIC",,,,"Le Mars",51031,IA,USA,,,,,,,0,,,,
"BIG SANDY DIST. INC.",,,,Franklin,45629,OH,USA,,,,,,,0,,,,
"BILLIE JEAN KING NATIONAL TENNIS CENTER",,,,Flushing,11368,NY,USA,,,,,,,0,,,,
"BIMBO BAKERIES (BELLEVUE,NE)",,,,Bellevue,68005,NE,USA,,,,,,,0,,,,
"BIMBO BAKERIES (SUNBURY,PA)",,,,Sunbury,17801,PA,USA,,,,,,,0,,,,
Bimeda-mn,"1200 commerce st N",,,"Le Sueur",56058,MN,USA,,,,,,,0,,,,
"Birds Eye (Pinnacle)",,,,Waseca,56093,MN,USA,,,,,,,0,,,,
"BIRDSONG PEANUTS",,,,Franklin,23851,VA,USA,,,,,,,0,,,,
BISHOPVILLE,,,,Bishopville,29010,SC,USA,,,,,,,0,,,,
"BJ'S WHOLE",,,,Rochester,14623,NY,USA,,,,,,,0,,,,
"BJ'S WHOLESALE",,,,Manahawkin,08050,NJ,USA,,,,,,,0,,,,
"BJS WHOLESALE CLUB",,,,Uxbridge,01569,MA,USA,,,,,,,0,,,,
"Black & Decker","4825 Hwy 45 N",,,Jackson,38305,TN,USA,,,,,,,0,,,,
BLAINE,,,,Blaine,55449,MN,USA,,,,,,,0,,,,
"BLAIR COMPANIES, PA",,,,Altoona,16601,PA,USA,,,,,,,0,,,,
"Blair INC","7001 Loisdale rd",,,Springfield,22150,VA,USA,,,,,,,0,,,,
"BLEND PAK",,,,Bloomfield,40008,KY,USA,,,,,,,0,,,,
BLOOMFIELD,,,,Bloomfield,06002,CT,USA,,,,,,,0,,,,
"BLOUNTSVILLE PROC",,,,Blountsville,35031,AL,USA,,,,,,,0,,,,
"BLUE ASH US NAA",,,,"Blue Ash",45242,OH,USA,,,,,,,0,,,,
"BLUE BUFFALO",,,,Richmond,47374,IN,USA,,,,,,,0,,,,
"BLUE BUFFALO DC 1025",,,,Goodyear,85338,AZ,USA,,,,,,,0,,,,
"BLUE BUFFALO DC1035",,,,Mcdonough,30253,GA,USA,,,,,,,0,,,,
"BLUE LINE FOOD-SERVICE",,,,"Logan Township",08085,NJ,USA,,,,,,,0,,,,
"BLUE LINE GROVEPORT, OH",,,,Groveport,43125,OH,USA,,,,,,,0,,,,
"BLUE RIDGE GATORADE",,,,Wytheville,24382,VA,USA,,,,,,,0,,,,
"BLUE WOLF COMPANY",,,,Bluefield,24605,VA,USA,,,,,,,0,,,,
"BLUEBANK ENTERPRISES LLC",,,,Flemingsburg,41041,KY,USA,,,,,,,0,,,,
"BLUEGRASS PRODUCE, KY",,,,Trenton,42286,KY,USA,,,,,,,0,,,,
"BMBCC WALLKILL, NY",,,,Middletown,10941,NY,USA,,,,,,,0,,,,
"BMS KROGER COLUMBUS FZ",,,,Delaware,43015,OH,USA,,,,,,,0,,,,
BNA2,,,,Lebanon,37090,TN,USA,,,,,,,0,,,,
"BNCC SYSCO -CHICAGO, IL",,,,"Des Plaines",60016,IL,USA,,,,,,,0,,,,
"BNEC BAUGH MORTHEAST",,,,"Front Royal",22630,VA,USA,,,,,,,0,,,,
"BNEC SYSCO PHILLY",,,,Philadelphia,19148,PA,USA,,,,,,,0,,,,
"BOB EVANS FARMS INC",,,,Springfield,45502,OH,USA,,,,,,,0,,,,
"BOB WEAVER MOTORSPORTS MARINE (NORTH TONAWANDA,NY)",,,,"North Tonawanda",14120,NY,USA,,,,,,,0,,,,
