name,address,address_2,address_3,city,postal_code,province,country,contact,telephone,telephone_extension,fax,toll_free,contact_email,appointments,notes,internal_notes,major_intersection,hours
"MASTRONARDI PRODUCE",,,,Jonestown,17038,PA,USA,,,,,,,0,,,,
"Mastronardi Produce - LIVONIA",,,,Livonia,48150,MI,USA,,,,,,,0,,,,
"MATAC , COLUMBUS, IN",,,,Columbus,47201,IN,USA,,,,,,,0,,,,
"MATTAMUSKEET FRESH PRODUCE INC",,,,Fairfield,27826,NC,USA,,,,,,,0,,,,
"MATTINGLY COLD STORAGE",,,,Zanesville,43701,OH,USA,,,,,,,0,,,,
"MATTINGLY FOODS, INC",,,,Zanesville,43701,OH,USA,,,,,,,0,,,,
"MATTRESS CLEARANCE CENTER, TN",,,,Millington,38053,TN,USA,,,,,,,0,,,,
"MATTRESS FIRM",,,,Columbus,43229,OH,USA,,,,,,,0,,,,
MAUM7,,,,Jonestown,17038,PA,USA,,,,,,,0,,,,
"Mauser USA, LLC",,,,Chillicothe,64601,MO,USA,,,,,,,0,,,,
"MAVIS TIRE SUPPLY LLC",,,,Millwood,10546,NY,USA,,,,,,,0,,,,
"MAX US CORP",,,,Plymouth,46563,IN,USA,,,,,,,0,,,,
"MAXWELL FOOD PRODUCTS PTY LTD, NJ",,,,Cranbury,08512,NJ,USA,,,,,,,0,,,,
"MAYORGA COFFEE",,,,Columbia,,MD,USA,,,,,,,0,,,,
"MB - ENFIELD CT",,,,Enfield,06082,CT,USA,,,,,,,0,,,,
MB-DICKSON,,,,Dickson,37055,TN,USA,,,,,,,0,,,,
"MB-POMPANO BEACH FL",,,,"Pompano Beach",33069,FL,USA,,,,,,,0,,,,
"MBM CORPMECHANDISERS INC",,,,Frankfort,,KY,USA,,,,,,,0,,,,
"MC CALL FARMS",,,,Effingham,29541,SC,USA,,,,,,,0,,,,
"MC DONALD SUPPLY",,,,"Des Moines",50313,IA,USA,,,,,,,0,,,,
"MCALLEN WAREHOUSE",,,,McAllen,78503,TX,USA,,,,,,,0,,,,
"MCBRIDE & SON PROPERTIES LLC",,,,Chesterfield,63005,MO,USA,,,,,,,0,,,,
"MCBRIDE DISTR. CENTER",,,,Mcbride,,MO,USA,,,,,,,0,,,,
"MCC NEWBURGH",,,,"New Windsor",12553,NY,USA,,,,,,,0,,,,
"MCC NFI ADAIRSVILLE",,,,Adairsville,30103,GA,USA,,,,,,,0,,,,
"MCCAIN FOODS",,,,Easton,04740,ME,USA,,,,,,,0,,,,
"MCCAIN FOODS PLOVER, WI",,,,"Wisconsin Rapids",54494,WI,USA,,,,,,,0,,,,
"MCCALL FARMS INC, SC",,,,Effingham,29541,SC,USA,,,,,,,0,,,,
"MCCARTNEY PRODUCE",,,,Paris,,TN,USA,,,,,,,0,,,,
"MCCORMICK DISTRIBUTION CENTER",,,,Belcamp,21017,MD,USA,,,,,,,0,,,,
"MCCORMICK FLAVOR WAREHOUSE",,,,Rosedale,21237,MD,USA,,,,,,,0,,,,
"MCDONOUGH, GA",,,,Mcdonough,,GA,USA,,,,,,,0,,,,
"MCI5 - Amazon",,,,Lenexa,66219,KS,USA,,,,,,,0,,,,
MCKESSON,,,,Suwanee,20024,GA,USA,,,,,,,0,,,,
"McKesson Harrisburg PA",,,,Middleton,17057,PA,USA,,,,,,,0,,,,
"McKesson- Little Omega",,,,Shepherdsville,40165,KY,USA,,,,,,,0,,,,
MCLANE,,,,"Forest Park",30297,GA,USA,,,,,,,0,,,,
"MCLANE (Northfield, MN)",,,,Northfield,55057,MN,USA,,,,,,,0,,,,
"MCLANE - CUMBERLAND , NICHOLASVILLE, KY",,,,Nicholasville,40356,KY,USA,,,,,,,0,,,,
"MCLANE BROOKHAVEN, MS",,,,Brookhaven,39601,MS,USA,,,,,,,0,,,,
"MCLANE COMPANY",,,,"Long Prairie",,MN,USA,,,,,,,0,,,,
"MCLANE FDSVC-CONCORD",,,,Concord,28025,NC,USA,,,,,,,0,,,,
"MCLANE FOOD SERVICES MEMPHIS, TN",,,,Memphis,38134,TN,USA,,,,,,,0,,,,
"MCLANE FOODS",,,,Lockbourne,43137,OH,USA,,,,,,,0,,,,
"MCLANE FOODSERVICE (AUSTELL,GA)",,,,Austell,30168,GA,USA,,,,,,,0,,,,
"MCLANE FOODSERVICE INC",,,,Hebron,41048,KY,USA,,,,,,,0,,,,
"MCLANE LEWISVILLE, TX",,,,Lewisville,75077,TX,USA,,,,,,,0,,,,
"MCLANE SOUTHEAST",,,,Athens,,GA,USA,,,,,,,0,,,,
"MCLANE SUNEAST",,,,Kissimmee,34758,FL,USA,,,,,,,0,,,,
"MCLANE, KY",,,,Nicholasville,40356,KY,USA,,,,,,,0,,,,
"MCLANE-DANVILLE IL",,,,Danville,61832,IL,USA,,,,,,,0,,,,
MCLANE-NICHOLASVILLE,,,,Nicholasville,40356,KY,USA,,,,,,,0,,,,
"MCLANE/AMERISERVE, KS",,,,Shawnee,66227,KS,USA,,,,,,,0,,,,
"MCLANES JESSUP",,,,Jessup,18434,PA,USA,,,,,,,0,,,,
"MCLEAN PACKAGING CORPORATION",,,,Pennsauken,08110,NJ,USA,,,,,,,0,,,,
"MCNEIL PPC INC, PA",,,,Washington,19034,PA,USA,,,,,,,0,,,,
"MDC Missouri Distribution Center",,,,Carthage,64836,MO,USA,,,,,,,0,,,,
MDI,,,,Hickory,,NC,USA,,,,,,,0,,,,
"MDLZ ATLANTA PLANT, GA",,,,Atlanta,30310,GA,USA,,,,,,,0,,,,
"MDO SCHENECTADY",,,,Schenectady,,NY,USA,,,,,,,0,,,,
"MDT - MARTIN",,,,Martin,38237,TN,USA,,,,,,,0,,,,
"MDV NASH FINCH","4150 W BLOUNT ST",,,Pensacola,32505,FL,USA,,,,,,,0,,,,
MDW2,,,,Joliet,60433,IL,USA,,,,,,,0,,,,
MDW9,,,,Aurora,60502,IL,USA,,,,,,,0,,,,
"MDW9 - Amazon",,,,Aurora,60502,IL,USA,,,,,,,0,,,,
"MDX GROUP MDJO11",,,,Joliet,60431,IL,USA,,,,,,,0,,,,
"MEAD JOHNSON",,,,Myerstown,,PA,USA,,,,,,,0,,,,
"MEATS BY LINZ, IL",,,,"Calumet City",60409,IL,USA,,,,,,,0,,,,
"MECCA & SON TRUCKING",,,,"Jersey City",07310,NJ,USA,,,,,,,0,,,,
"MED-PLUS INC, NJ",,,,Edison,08837,NJ,USA,,,,,,,0,,,,
"MEDLIN FARMS",,,,"New Haven",,IL,USA,,,,,,,0,,,,
"MEDTOX LOGISTICS, MN",,,,Roseville,55113,MN,USA,,,,,,,0,,,,
"MEDTRONIC, TN",,,,Memphis,38118,TN,USA,,,,,,,0,,,,
"MEIJER DC #882",,,,Newport,48166,MI,USA,,,,,,,0,,,,
"MEIJER DC 872, WI",,,,"Pleasant Prairie",53158,WI,USA,,,,,,,0,,,,
"MEIJER INC # 93",,,,Lansing,48917,MI,USA,,,,,,,0,,,,
"MEIJER, MI",,,,Newport,48166,MI,USA,,,,,,,0,,,,
"MEIJERS 84, MI",,,,Lansing,48917,MI,USA,,,,,,,0,,,,
"MELON 1 INC.",,,,Oaktown,47561,IN,USA,,,,,,,0,,,,
"MEM EASLEY TRANSPORTATION",,,,Memphis,,TN,USA,,,,,,,0,,,,
MEM1,,,,Memphis,38118,TN,USA,,,,,,,0,,,,
MEM5,,,,Memphis,38118,TN,USA,,,,,,,0,,,,
MEM6,,,,"Olive Branch",38654,MS,USA,,,,,,,0,,,,
"MEMPHIS - TOSCA LTD - RPC",,,,Memphis,38141,TN,USA,,,,,,,0,,,,
"MEMPHIS BREWERY","1515 EAST RAINES RD",,,Memphis,38118,TN,USA,,,,,,,0,,,,
"MEMPHIS E COMM WAREHOUSE, TN",,,,Memphis,38141,TN,USA,,,,,,,0,,,,
"MEMPHIS HCC",,,,Memphis,,TN,USA,,,,,,,0,,,,
"MEMPHIS STC, MS",,,,Southaven,38671,MS,USA,,,,,,,0,,,,
"MEMPHIS WAREHOUSE",,,,Memphis,,TN,USA,,,,,,,0,,,,
"Menard's Inc - McKenzie Crossdock #9022",,,,Mckenzie,58572,ND,USA,,,,,,,0,,,,
"MENARDS #3283",,,,Lebanon,46052,IN,USA,,,,,,,0,,,,
"MENARDS IA",,,,Shelby,,IA,USA,,,,,,,0,,,,
"MENARDS, OH",,,,Pioneer,43554,OH,USA,,,,,,,0,,,,
"MENARDS, WI",,,,"Eau Claire",54703,WI,USA,,,,,,,0,,,,
"MENASHA PACKAGING COMPANY",,,,Neenah,54956,WI,USA,,,,,,,0,,,,
"MERCER FORGE PLANT 1",,,,Mercer,16137,PA,USA,,,,,,,0,,,,
"MERCHANT FOODSERVICE - AL",,,,Clanton,35046,AL,USA,,,,,,,0,,,,
"MERCHANTS DISTRIBUTORS, NC",,,,Hickory,28601,NC,USA,,,,,,,0,,,,
"Merchants Transfer",,,,Mobile,36610,AL,USA,,,,,,,0,,,,
"MERCURY PAPER",,,,Winchester,22603,VA,USA,,,,,,,0,,,,
"MERCURY PAPER (Strasburg, VA)",,,,Strasburg,22657,VA,USA,,,,,,,0,,,,
"MEREDITH WEBB",,,,Burlington,27217,NC,USA,,,,,,,0,,,,
"MERIDIAN BRICK",,,,Stanton,40380,KY,USA,,,,,,,0,,,,
"MERRILL CORP (GROVE CITY)",,,,"Grove City",43123,OH,USA,,,,,,,0,,,,
"METAL CONTAINER CORPORATION, FL",,,,Jacksonville,32254,FL,USA,,,,,,,0,,,,
"METAL ZINC, LLC",,,,Humble,77338,TX,USA,,,,,,,0,,,,
"METALEX CORPORA",,,,Libertyville,60048,IL,USA,,,,,,,0,,,,
"METRO BURGH STORAGE",,,,Pittsburgh,15233,PA,USA,,,,,,,0,,,,
"METRO MOLD & DESIGN",,,,"Brooklyn Park",55428,MN,USA,,,,,,,0,,,,
"METRO PARK WAREHOUSE",,,,"Kansas City",66106,KS,USA,,,,,,,0,,,,
"METRO SEALANT & WTRPRFNG",,,,Ashland,23005,VA,USA,,,,,,,0,,,,
"METTLER PACKAGING",,,,Baltimore,21224,MD,USA,,,,,,,0,,,,
"MEYERS WAREHOUSE",,,,"New Orleans",70129,LA,USA,,,,,,,0,,,,
"MFS - ROCKY MOUNT",,,,"Rocky Mount",,NC,USA,,,,,,,0,,,,
"MGA ENTERTAINMENT",,,,Hudson,44236,OH,USA,,,,,,,0,,,,
MGAD9,,,,Hudson,44236,OH,USA,,,,,,,0,,,,
"MGP Ingredients Paris Brothers",,,,"Kansas City",64161,MO,USA,,,,,,,0,,,,
"MGP ONGREDIENTS PARIS BROYHERS",,,,"Kansas City",64161,MO,USA,,,,,,,0,,,,
"MICHAEL FOOD INC",,,,Gaylord,55334,MN,USA,,,,,,,0,,,,
"MICHAEL FOODS (Gaylord, MN)",,,,Gaylord,55334,MN,USA,,,,,,,0,,,,
"MICHAEL FOODS, NE",,,,Wakefield,68784,NE,USA,,,,,,,0,,,,
"MICHEALS DC 8",,,,Hazelton,18202,PA,USA,,,,,,,0,,,,
"MICHELIN NORTH AMERICA INC",,,,Ardmore,73401,OK,USA,,,,,,,0,,,,
"MICHGAN PACKAGING, MI",,,,Mason,48854,MI,USA,,,,,,,0,,,,
"MICHIGAN APPLE PACKERS",,,,Sparta,49345,MI,USA,,,,,,,0,,,,
"MICHIGAN APPLE PACKERS",,,,Sparta,49345,MI,USA,,,,,,,0,,,,
"MICHIGAN SUGAR",,,,"Bay City",,MI,USA,,,,,,,0,,,,
"MICRO METALS IN",,,,Jamestown,38556,TN,USA,,,,,,,0,,,,
"MICROLIFE USA INC/BIDDEFO",,,,Hugo,55038,MN,USA,,,,,,,0,,,,
"MID 972",,,,Middletown,19709,DE,USA,,,,,,,0,,,,
"MID AMERICA LOGISTICS",,,,"Des Moines",,IA,USA,,,,,,,0,,,,
"MID STATES SERVICES","3880 GRACE ST",,,"New Boston",45662,OH,USA,,,,,,,0,,,,
"MID-SOUTH TRANSPORT, TN",,,,Smyrna,37167,TN,USA,,,,,,,0,,,,
"MIDDLESBORO COCA COLA BOTTLING",,,,Middlesboro,,KY,USA,,,,,,,0,,,,
"MIDLAND PAPER, MN",,,,Minneapolis,55414,MN,USA,,,,,,,0,,,,
"MIDSOUTH AUTOMATION",,,,Cookeville,38501,TN,USA,,,,,,,0,,,,
"MIDWEST CONTROLLED STORAGE",,,,Quincy,62305,IL,USA,,,,,,,0,,,,
"MIDWEST DC",,,,Edwardsville,,IL,USA,,,,,,,0,,,,
"MIDWEST FOOD BANK",,,,Normal,,IL,USA,,,,,,,0,,,,
"MIDWEST MOLDING",,,,"Plain City",43064,OH,USA,,,,,,,0,,,,
"MIDWEST POWERSPORTS INC",,,,Milbank,57252,SD,USA,,,,,,,0,,,,
"MIDWEST STERILIZATION CORP",,,,Jackson,63755,MO,USA,,,,,,,0,,,,
"MIDWEST WAREHOUSE (ST. JOSEPH)",,,,"St. Joseph",64504,MO,USA,,,,,,,0,,,,
"MIDWEST YARD",,,,Lebanon,37087,TN,USA,,,,,,,0,,,,
"MIFFLINTOWN EQUIPMENT RENTAL",,,,Mifflintown,17059,PA,USA,,,,,,,0,,,,
"MIL COOL INC",,,,Plattsburgh,12901,NY,USA,,,,,,,0,,,,
"MILLARD REFRIGERATED SERVICE, AR",,,,Jonesboro,72401,AR,USA,,,,,,,0,,,,
"MILLARD REFRIGERATED, KS",,,,Edwardsville,66111,KS,USA,,,,,,,0,,,,
"MILLARD REFRIGERATED, PA",,,,Allentown,18106,PA,USA,,,,,,,0,,,,
MILLHAVEN,,,,Monroe,71203,LA,USA,,,,,,,0,,,,
"MILLIKEN - KEYSTONE",,,,Inman,29349,SC,USA,,,,,,,0,,,,
"MILLWOOD , NEW HOPE, MN",,,,"New Hope",55428,MN,USA,,,,,,,0,,,,
"MILLWOOD - COLUMBUS, OH",,,,Columbus,43207,OH,USA,,,,,,,0,,,,
"MILLWOOD INC, WI",,,,"De Pere",54115,WI,USA,,,,,,,0,,,,
"MILLWORK EXPRESSIONS, GA",,,,Duluth,30097,GA,USA,,,,,,,0,,,,
"MILMAR FOOD GROUP",,,,Rockaway,07866,NJ,USA,,,,,,,0,,,,
"MILO'S TEA COMPANY",,,,Bessemer,35022,AL,USA,,,,,,,0,,,,
"MILSCO MFG. REDGRANITE",,,,Redgranite,54970,WI,USA,,,,,,,0,,,,
"MILTON WAREHOUSE & DISTRIBUTION",,,,Milton,17847,PA,USA,,,,,,,0,,,,
"MILWAUKEE WI RYDER BW",,,,Milwaukee,53222,WI,USA,,,,,,,0,,,,
MINDWARE,,,,Omaha,68137,NE,USA,,,,,,,0,,,,
"MINIGRIP LLC, PA",,,,Lewistown,17044,PA,USA,,,,,,,0,,,,
"MINN/ST PAUL",,,,Roseville,55113,MN,USA,,,,,,,0,,,,
"MINN/ST PAUL. MN",,,,Roseville,55113,MN,USA,,,,,,,0,,,,
"MINNEAPOLIS P&DC",,,,Minneapolis,55401,MN,USA,,,,,,,0,,,,
"MINNEAPOLIS RDC",,,,Eagan,55121,MN,USA,,,,,,,0,,,,
"MINNESOTA BEST MAID COOKIE",,,,"River Falls",,WI,USA,,,,,,,0,,,,
"MIRCO CENTER",,,,Columbus,43228,OH,USA,,,,,,,0,,,,
"MISSION FOODS JEFFERSON",,,,Jefferson,,GA,USA,,,,,,,0,,,,
"MISSION PENNSYLVANIA PLANT/108",,,,"Mountain Top",18707,PA,USA,,,,,,,0,,,,
"MISSION PRODUCE NJ",,,,Swedesboro,08085,NJ,USA,,,,,,,0,,,,
"MISSISSIPPI WELDERS SUPPLY",,,,"La Crosse",54603,WI,USA,,,,,,,0,,,,
"MITCHELL GROCERY",,,,Albertville,35950,AL,USA,,,,,,,0,,,,
"MIZKAN AMERICA HOLDINGS INC",,,,Medina,14103,NY,USA,,,,,,,0,,,,
"MIZKAN C/O DHL LOUISVILLE",,,,Louisville,,KY,USA,,,,,,,0,,,,
"MIZKAN C/O DHL, KY",,,,Louisville,40258,KY,USA,,,,,,,0,,,,
"MJX TEMP, TN",,,,Smyrna,37167,TN,USA,,,,,,,0,,,,
"MKC6 - Amazon",,,,"Kansas City",66102,KS,USA,,,,,,,0,,,,
"MMC, OH",,,,Marysville,43040,OH,USA,,,,,,,0,,,,
"MN003 ISLAND DELIVERIE",,,,Blaine,55449,MN,USA,,,,,,,0,,,,
"MNI DIRECT",,,,Marietta,30060,GA,USA,,,,,,,0,,,,
"Mobex CNC- Hartselle",,,,Hartselle,35640,AL,USA,,,,,,,0,,,,
"MOBILE AIR TRANSPORT (LATHAM, NY)",,,,Latham,12110,NY,USA,,,,,,,0,,,,
"MOBILE MINI PORTABLE STORAGE",,,,"Forest Lake",55025,MN,USA,,,,,,,0,,,,
"MOBILE PRESS REGISTER",,,,Mobile,36603,AL,USA,,,,,,,0,,,,
"MODERN LUXURY WAREHOUSE",,,,"Fort Washington",20744,MD,USA,,,,,,,0,,,,
"MODINE JOPLIN",,,,Joplin,64801,MO,USA,,,,,,,0,,,,
"MOHAWK - ALBANY, NY",,,,Albany,12202,NY,USA,,,,,,,0,,,,
"MOHAWK HOME",,,,Eton,30724,GA,USA,,,,,,,0,,,,
"MOHAWK INDUSTRIES",,,,Coldwater,45828,OH,USA,,,,,,,0,,,,
"MOHAWK PDC FLORENCE, AL",,,,Florence,35630,AL,USA,,,,,,,0,,,,
"MOLEX 3104 W UPLAND",,,,Lincoln,,NE,USA,,,,,,,0,,,,
"MOMENTUM TRANSPORTATION USA IN",,,,Jacksonville,32256,FL,USA,,,,,,,0,,,,
"MONARCH ELECTRIC COMPANY (CANBURY,NJ)",,,,Cranbury,08512,NJ,USA,,,,,,,0,,,,
MONDELEZ,,,,Aurora,60506,IL,USA,,,,,,,0,,,,
"MONDELEZ CARLISLE MPDC PA DU",,,,Carlisle,17013,PA,USA,,,,,,,0,,,,
"MONDELEZ GLOBAL",,,,Morris,60450,IL,USA,,,,,,,0,,,,
"MONDELEZ GLOBAL LLC",,,,Aurora,60506,IL,USA,,,,,,,0,,,,
MONDI-TEKKOTE,,,,Leonia,07605,NJ,USA,,,,,,,0,,,,
"MONOGRAM FOOD BAKERY",,,,Medford,02155,MA,USA,,,,,,,0,,,,
"MONOGRAM FOODS",,,,Bristol,,IN,USA,,,,,,,0,,,,
"MONTEREY MUSHROOM",,,,Loudon,37774,TN,USA,,,,,,,0,,,,
"MONTGOMERY COUNTY TN",,,,Clarksville,37040,TN,USA,,,,,,,0,,,,
"MONTGOMERY- ALATEX",,,,Montgomery,36108,AL,USA,,,,,,,0,,,,
"MONTGOMERYVILLE, PA",,,,Montgomeryville,18936,PA,USA,,,,,,,0,,,,
"MOORE MACHINERY - FOREST PARK",,,,Forest,30297,GA,USA,,,,,,,0,,,,
MOORESVILLE,,,,Mooresville,28115,NC,USA,,,,,,,0,,,,
"MORAN INDUSTRIES INC",,,,Watsontown,17777,PA,USA,,,,,,,0,,,,
"MORAN LOGISTICS",,,,Mechanicsburg,,PA,USA,,,,,,,0,,,,
"MORE THAN BAKERY 360",,,,Versailles,,KY,USA,,,,,,,0,,,,
"MORGAN FOODS",,,,Austin,,IN,USA,,,,,,,0,,,,
"Morgan Foods Jeffersonville",,,,Jeffersonville,47130,IN,USA,,,,,,,0,,,,
"MORGAN PACKING CO",,,,Austin,47102,IN,USA,,,,,,,0,,,,
"MORRIS WET",,,,Morris,60450,IL,USA,,,,,,,0,,,,
"MORRISETTE - RALEIGH",,,,Raleigh,27610,NC,USA,,,,,,,0,,,,
"MORRISON SUPPLY RALEIGH",,,,Morrisville,27560,NC,USA,,,,,,,0,,,,
MORRISTOWN,,,,Morristown,37813,TN,USA,,,,,,,0,,,,
"MORROW MAIL INNOVATIONS",,,,Morrow,30260,GA,USA,,,,,,,0,,,,
"MORSE SALE COMPANY",,,,Mentor,44060,OH,USA,,,,,,,0,,,,
"MORTON SALT, KS",,,,"South Hutchinson",67505,KS,USA,,,,,,,0,,,,
"MORTON SALT, TX",,,,Dallas,75121,TX,USA,,,,,,,0,,,,
"MOTT MANUFACTURING",,,,Maxwelton,24957,WV,USA,,,,,,,0,,,,
"MOTTS ASPERS, PA",,,,Aspers,17304,PA,USA,,,,,,,0,,,,
"MOUNT AIRE FARMS",,,,Selbyville,19975,DE,USA,,,,,,,0,,,,
"MOUNT CRAWFORD",,,,"Mount Crawford",22841,VA,USA,,,,,,,0,,,,
"MOUNTAIRE FARMS",,,,Millsboro,19966,DE,USA,,,,,,,0,,,,
"MOUNTAIRE FARMS OF NORTH CAROLINA",,,,"Lumber Bridge",,NC,USA,,,,,,,0,,,,
"MP WAREHOUSE",,,,"Fort Smith",72916,AR,USA,,,,,,,0,,,,
"MPA INDIANAPOLIS, IN",,,,Indianapolis,46241,IN,USA,,,,,,,0,,,,
"MPS CHICAGO",,,,Chicago,60632,IL,USA,,,,,,,0,,,,
"MR BRANDS",,,,Lebanon,17046,PA,USA,,,,,,,0,,,,
"MRS B.S -",,,,Omaha,68114,NE,USA,,,,,,,0,,,,
"MRS RESSLERS FOOD PRODUCTS INC",,,,Philadelphia,19120,PA,USA,,,,,,,0,,,,
"MRS-BROWN DEER, WI",,,,Milwaukee,53210,WI,USA,,,,,,,0,,,,
"MS INTERNATIONAL INC;C/O UNISCO-(THD)",,,,Pasadena,77507,TX,USA,,,,,,,0,,,,
"MS INTL - (THD)",,,,Edison,08817,NJ,USA,,,,,,,0,,,,
"MSI DEFENSE SOLUTIONS",,,,Mooresville,28117,NC,USA,,,,,,,0,,,,
MSP1,,,,Shakopee,55379,MN,USA,,,,,,,0,,,,
"MT OLIVE PICKLE COMPANY, NC",,,,"Mt Olive",28365,NC,USA,,,,,,,0,,,,
"MT. OLIVE PICKLE COMPANY",,,,"Mount Olive",28365,NC,USA,,,,,,,0,,,,
"MT. VERNON WAREHOUSE",,,,"Mount Vernon",43050,OH,USA,,,,,,,0,,,,
"MTD - COLUMBUS DC",,,,Lockbourne,43137,OH,USA,,,,,,,0,,,,
"MTD - MARTIN",,,,Martin,38237,TN,USA,,,,,,,0,,,,
"MTD PRODUCTS-WILLARD, OH",,,,Willard,44890,OH,USA,,,,,,,0,,,,
"MUCH GLOBAL. INC, NJ",,,,Sayreville,08871,NJ,USA,,,,,,,0,,,,
"MULCH WORKS, PA",,,,Plum,15239,PA,USA,,,,,,,0,,,,
"MULLICA HILL COLD STORAGE",,,,"Mullica Hill",08062,NJ,USA,,,,,,,0,,,,
"MULLICA HILL GATEWAY (PEDRICKTOWN)",,,,Pedricktown,08067,NJ,USA,,,,,,,0,,,,
"MUNTAS DISTRIBUTION LLC, MN",,,,Minneapolis,55404,MN,USA,,,,,,,0,,,,
"MURFREESBORO-LINEAGE, TN",,,,Murfreesboro,37127,TN,USA,,,,,,,0,,,,
"MURPHY WAREHOUSE INC",,,,Eagan,55121,MN,USA,,,,,,,0,,,,
"MURPHY WAREHOUSE, MN",,,,Fridley,55421,MN,USA,,,,,,,0,,,,
"MURRY'S INC",,,,Lebanon,17046,PA,USA,,,,,,,0,,,,
"MUSCATINE IA BW-KRAFT",,,,Muscatine,52761,IA,USA,,,,,,,0,,,,
"MUSIC CITY ANNEX, TN",,,,Nashville,37227,TN,USA,,,,,,,0,,,,
"Mutual Distributing Company - Raleigh, NC",,,,Raleigh,27604,NC,USA,,,,,,,0,,,,
"MVP Offsite",,,,Mayfield,42066,KY,USA,,,,,,,0,,,,
"MY PILLOW, MN",,,,Shakopee,55379,MN,USA,,,,,,,0,,,,
"MYGRANT GLASS, MD",,,,Baltimore,21230,MD,USA,,,,,,,0,,,,
"MYSTIC LOGISTICS",,,,Robbinsville,,NJ,USA,,,,,,,0,,,,
"N & W FARMS, INC",,,,Vardaman,38878,MS,USA,,,,,,,0,,,,
"N WASSERSTROM & SONS INC",,,,Columbus,43207,OH,USA,,,,,,,0,,,,
"N&D WAREHOUSE",,,,Smithfield,,RI,USA,,,,,,,0,,,,
N5BZT,,,,Memphis,38118,TN,USA,,,,,,,0,,,,
"NABOSR YARD / C & K DEPOT","6700 STATELINE RD",,,"Olive Branch",38654,MS,USA,,,,,,,0,,,,
"NAFCO (JESSUP, MD)",,,,Jessup,20794,MD,USA,,,,,,,0,,,,
"NAGLE WAREHOUSE",,,,Walbridge,,OH,USA,,,,,,,0,,,,
"NAHAN PRINTING (Saint cloud, MN)",,,,"Saint Cloud",56303,MN,USA,,,,,,,0,,,,
"NALCO CO, PA",,,,"Ellwood City",16117,PA,USA,,,,,,,0,,,,
NASHVILLE,,,,Antioch,37013,TN,USA,,,,,,,0,,,,
"NASHVILLE (SALE) ORGA, TN",,,,Nashville,24382,TN,USA,,,,,,,0,,,,
"NATIOANL GYPSUM-AL",,,,Oxford,,AL,USA,,,,,,,0,,,,
"NATIONAL BEEF PACKING CO LLC",,,,Liberal,67901,KS,USA,,,,,,,0,,,,
"NATIONAL DISTRIBUTORS",,,,Edison,08817,NJ,USA,,,,,,,0,,,,
"National Freezer",,,,Cleveland,44115,OH,USA,,,,,,,0,,,,
"National Freezer (Cleveland)",,,,Cleveland,44115,OH,USA,,,,,,,0,,,,
"NATIONAL PARCEL LOGISTICS",,,,Jessup,20794,MD,USA,,,,,,,0,,,,
"NATIONAL RECYCLING",,,,Hugo,55038,MN,USA,,,,,,,0,,,,
"NATURAL BALANCE PET FOODS INC",,,,Newville,17241,PA,USA,,,,,,,0,,,,
"NATURE'S WAY PRODUCTS, LLC",,,,Pittston,18640,PA,USA,,,,,,,0,,,,
"NAUTILUS INC",,,,Groveport,43125,OH,USA,,,,,,,0,,,,
"NAVISTAR INC",,,,Tulsa,74116,OK,USA,,,,,,,0,,,,
"NAVISTAR INC CO",,,,Laredo,78045,TX,USA,,,,,,,0,,,,
NAVS4,,,,"Lewis Center",43035,OH,USA,,,,,,,0,,,,
NAZL4,,,,Groveport,43125,OH,USA,,,,,,,0,,,,
NCFI,,,,"Mount Airy",27030,NC,USA,,,,,,,0,,,,
"ND PAPER RUMFORD, ME",,,,Rumford,04276,ME,USA,,,,,,,0,,,,
"NDC - Duke",,,,Lebanon,37090,TX,USA,,,,,,,0,,,,
"NDC WAREHOUSE (HORTON), GA",,,,Adairsville,30103,GA,USA,,,,,,,0,,,,
"NDC, TN",,,,"La Vergne",37086,TN,USA,,,,,,,0,,,,
"NEALEY FOODS",,,,Chicago,60606,IL,USA,,,,,,,0,,,,
"NEAPCO DRIVELINES LLC",,,,Belleville,48111,MI,USA,,,,,,,0,,,,
"NEBRASKA COLD STORAGE INC",,,,Hastings,,NE,USA,,,,,,,0,,,,
"Neenah Inc",,,,Munising,49862,MI,USA,,,,,,,0,,,,
Nelipak,,,,Cranston,02921,RI,USA,,,,,,,0,,,,
"NELSON TRACTOR COMPANY INC",,,,Blairsville,30512,GA,USA,,,,,,,0,,,,
NEOGEN,,,,Randolph,53956,WI,USA,,,,,,,0,,,,
NEPW,,,,Devens,01434,MA,USA,,,,,,,0,,,,
"NEPW LOGISTICS",,,,Devens,01434,MA,USA,,,,,,,0,,,,
"NESLE DC, FORT WORTH, TX",,,,"Fort Worth",76177,TX,USA,,,,,,,0,,,,
NESTLE,"1200 ORCHARD GATEWAYBLVD",,,"North Aurora",60542,IL,USA,,,,,,,0,,,,
"NESTLE , BLOOMFIELD, MO",,,,Bloomfield,63825,MO,USA,,,,,,,0,,,,
"NESTLE , MCDONOUGH, GA",,,,Mcdonough,30253,GA,USA,,,,,,,0,,,,
"NESTLE - BREINIGSVILL, PA",,,,Breinigsville,18031,PA,USA,,,,,,,0,,,,
"NESTLE - CRETE",,,,Crete,68333,NE,USA,,,,,,,0,,,,
"Nestle - Mt. Sterling, KY",,,,"Mount Sterling",40353,KY,USA,,,,,,,0,,,,
"NESTLE ALLENTOWN",,,,Allentown,18104,PA,USA,,,,,,,0,,,,
